-----Epoch 0 开始训练-----

Total step : 41000      Batch loss: 3.8251      Epoch average loss: 3.4952
Total step : 41100      Batch loss: 2.8218      Epoch average loss: 3.4937
Total step : 41200      Batch loss: 2.6845      Epoch average loss: 3.4928
Total step : 41300      Batch loss: 3.5822      Epoch average loss: 3.4914
Total step : 41400      Batch loss: 2.9406      Epoch average loss: 3.4902
Total step : 41500      Batch loss: 2.9145      Epoch average loss: 3.4889
Total step : 41600      Batch loss: 3.8886      Epoch average loss: 3.4878
Total step : 41700      Batch loss: 2.6734      Epoch average loss: 3.4864
Total step : 41800      Batch loss: 3.4765      Epoch average loss: 3.4850
Total step : 41900      Batch loss: 3.6054      Epoch average loss: 3.4838
Total step : 42000      Batch loss: 3.7905      Epoch average loss: 3.4826
Total step : 42100      Batch loss: 3.8650      Epoch average loss: 3.4812
Total step : 42200      Batch loss: 2.4906      Epoch average loss: 3.4797
Total step : 42300      Batch loss: 3.0950      Epoch average loss: 3.4782
Total step : 42400      Batch loss: 3.0309      Epoch average loss: 3.4771
Total step : 42500      Batch loss: 3.9514      Epoch average loss: 3.4758
Total step : 42600      Batch loss: 2.6515      Epoch average loss: 3.4746
Total step : 42700      Batch loss: 2.9055      Epoch average loss: 3.4733
Total step : 42800      Batch loss: 3.0945      Epoch average loss: 3.4722
Total step : 42900      Batch loss: 3.7362      Epoch average loss: 3.4708
Total step : 43000      Batch loss: 4.1746      Epoch average loss: 3.4695
Total step : 43100      Batch loss: 2.5776      Epoch average loss: 3.4682
Total step : 43200      Batch loss: 2.6863      Epoch average loss: 3.4670
Total step : 43300      Batch loss: 2.7799      Epoch average loss: 3.4657
Total step : 43400      Batch loss: 2.7858      Epoch average loss: 3.4647
Total step : 43500      Batch loss: 2.5941      Epoch average loss: 3.4635
Total step : 43600      Batch loss: 3.9116      Epoch average loss: 3.4624
Total step : 43700      Batch loss: 2.8949      Epoch average loss: 3.4611
Total step : 43800      Batch loss: 2.7295      Epoch average loss: 3.4598
Total step : 43900      Batch loss: 4.4353      Epoch average loss: 3.4587
Total step : 44000      Batch loss: 2.4679      Epoch average loss: 3.4576
Total step : 44100      Batch loss: 2.6964      Epoch average loss: 3.4561
Total step : 44200      Batch loss: 2.7198      Epoch average loss: 3.4550
Total step : 44300      Batch loss: 2.7847      Epoch average loss: 3.4539
Total step : 44400      Batch loss: 2.5396      Epoch average loss: 3.4526
Total step : 44500      Batch loss: 2.9115      Epoch average loss: 3.4515
Total step : 44600      Batch loss: 2.6594      Epoch average loss: 3.4501
Total step : 44700      Batch loss: 3.9961      Epoch average loss: 3.4490
Total step : 44800      Batch loss: 2.2606      Epoch average loss: 3.4479
Total step : 44900      Batch loss: 3.4559      Epoch average loss: 3.4469
Total step : 45000      Batch loss: 2.1711      Epoch average loss: 3.4457
Total step : 45100      Batch loss: 2.8568      Epoch average loss: 3.4447
Total step : 45200      Batch loss: 2.8075      Epoch average loss: 3.4435
Total step : 45300      Batch loss: 2.3894      Epoch average loss: 3.4424
Total step : 45400      Batch loss: 2.7138      Epoch average loss: 3.4414
Total step : 45500      Batch loss: 2.4186      Epoch average loss: 3.4400
Total step : 45600      Batch loss: 2.7720      Epoch average loss: 3.4391
Total step : 45700      Batch loss: 4.3140      Epoch average loss: 3.4380
Total step : 45800      Batch loss: 2.9519      Epoch average loss: 3.4368
Total step : 45900      Batch loss: 2.8713      Epoch average loss: 3.4356
Total step : 46000      Batch loss: 2.7132      Epoch average loss: 3.4347
Total step : 46100      Batch loss: 2.2866      Epoch average loss: 3.4335
Total step : 46200      Batch loss: 2.6634      Epoch average loss: 3.4323
Total step : 46300      Batch loss: 4.2397      Epoch average loss: 3.4314
Total step : 46400      Batch loss: 2.7482      Epoch average loss: 3.4304
Total step : 46500      Batch loss: 2.7188      Epoch average loss: 3.4294
Total step : 46600      Batch loss: 4.4633      Epoch average loss: 3.4284
Total step : 46700      Batch loss: 2.7481      Epoch average loss: 3.4272
Total step : 46800      Batch loss: 2.6624      Epoch average loss: 3.4261
Total step : 46900      Batch loss: 2.7482      Epoch average loss: 3.4250
Total step : 47000      Batch loss: 2.3996      Epoch average loss: 3.4238
Total step : 47100      Batch loss: 2.4139      Epoch average loss: 3.4226
Total step : 47200      Batch loss: 2.6378      Epoch average loss: 3.4214
Total step : 47300      Batch loss: 2.6859      Epoch average loss: 3.4205
Total step : 47400      Batch loss: 3.2869      Epoch average loss: 3.4195
Total step : 47500      Batch loss: 3.8678      Epoch average loss: 3.4183
Total step : 47600      Batch loss: 2.6584      Epoch average loss: 3.4170
Total step : 47700      Batch loss: 2.6970      Epoch average loss: 3.4159
Total step : 47800      Batch loss: 2.5504      Epoch average loss: 3.4149
Total step : 47900      Batch loss: 4.1461      Epoch average loss: 3.4138
Total step : 48000      Batch loss: 2.7607      Epoch average loss: 3.4128
Total step : 48100      Batch loss: 2.8578      Epoch average loss: 3.4118
Total step : 48200      Batch loss: 2.5227      Epoch average loss: 3.4107
Total step : 48300      Batch loss: 2.8794      Epoch average loss: 3.4098
Total step : 48400      Batch loss: 2.8327      Epoch average loss: 3.4087
Total step : 48500      Batch loss: 2.7689      Epoch average loss: 3.4076
Total step : 48600      Batch loss: 3.7268      Epoch average loss: 3.4065
Total step : 48700      Batch loss: 2.0043      Epoch average loss: 3.4054
Total step : 48800      Batch loss: 2.8084      Epoch average loss: 3.4045
Total step : 48900      Batch loss: 3.7042      Epoch average loss: 3.4033
Total step : 49000      Batch loss: 2.7987      Epoch average loss: 3.4021
Total step : 49100      Batch loss: 3.2670      Epoch average loss: 3.4010
Total step : 49200      Batch loss: 3.0484      Epoch average loss: 3.4000
Total step : 49300      Batch loss: 3.4233      Epoch average loss: 3.3989
Total step : 49400      Batch loss: 1.5497      Epoch average loss: 3.3977
Total step : 49500      Batch loss: 3.0309      Epoch average loss: 3.3968
Total step : 49600      Batch loss: 2.7866      Epoch average loss: 3.3957
Total step : 49700      Batch loss: 2.8161      Epoch average loss: 3.3945
Total step : 49800      Batch loss: 4.0292      Epoch average loss: 3.3936
Total step : 49900      Batch loss: 2.8146      Epoch average loss: 3.3926
Total step : 50000      Batch loss: 2.7223      Epoch average loss: 3.3915
Total step : 50100      Batch loss: 2.5714      Epoch average loss: 3.3906
Total step : 50200      Batch loss: 2.6825      Epoch average loss: 3.3895
Total step : 50300      Batch loss: 4.0675      Epoch average loss: 3.3887
Total step : 50400      Batch loss: 2.7757      Epoch average loss: 3.3876
Total step : 50500      Batch loss: 3.7667      Epoch average loss: 3.3866
Total step : 50600      Batch loss: 3.1715      Epoch average loss: 3.3855
Total step : 50700      Batch loss: 2.3057      Epoch average loss: 3.3846
Total step : 50800      Batch loss: 2.5289      Epoch average loss: 3.3837
Total step : 50900      Batch loss: 2.4528      Epoch average loss: 3.3827
Total step : 51000      Batch loss: 2.6757      Epoch average loss: 3.3817
Total step : 51100      Batch loss: 2.9400      Epoch average loss: 3.3808
Total step : 51200      Batch loss: 2.7073      Epoch average loss: 3.3797
Total step : 51300      Batch loss: 2.6678      Epoch average loss: 3.3788
Total step : 51400      Batch loss: 2.7299      Epoch average loss: 3.3780
Total step : 51500      Batch loss: 2.4138      Epoch average loss: 3.3768
Total step : 51600      Batch loss: 2.4759      Epoch average loss: 3.3759
Total step : 51700      Batch loss: 2.4309      Epoch average loss: 3.3749
Total step : 51800      Batch loss: 3.0337      Epoch average loss: 3.3739
Total step : 51900      Batch loss: 2.6759      Epoch average loss: 3.3729
Total step : 52000      Batch loss: 2.5049      Epoch average loss: 3.3720
Total step : 52100      Batch loss: 2.3671      Epoch average loss: 3.3710
Total step : 52200      Batch loss: 2.6822      Epoch average loss: 3.3700
Total step : 52300      Batch loss: 2.8482      Epoch average loss: 3.3690
Total step : 52400      Batch loss: 2.8478      Epoch average loss: 3.3681
Total step : 52500      Batch loss: 2.4254      Epoch average loss: 3.3672
Total step : 52600      Batch loss: 3.2482      Epoch average loss: 3.3663
Total step : 52700      Batch loss: 3.7214      Epoch average loss: 3.3654
Total step : 52800      Batch loss: 4.0770      Epoch average loss: 3.3643
Total step : 52900      Batch loss: 2.4310      Epoch average loss: 3.3634
Total step : 53000      Batch loss: 3.6394      Epoch average loss: 3.3624
Total step : 53100      Batch loss: 2.3986      Epoch average loss: 3.3615
Total step : 53200      Batch loss: 2.7949      Epoch average loss: 3.3607
Total step : 53300      Batch loss: 2.7174      Epoch average loss: 3.3597
Total step : 53400      Batch loss: 2.6372      Epoch average loss: 3.3589
Total step : 53500      Batch loss: 2.5669      Epoch average loss: 3.3579
Total step : 53600      Batch loss: 2.6654      Epoch average loss: 3.3569
Total step : 53700      Batch loss: 2.7923      Epoch average loss: 3.3559
Total step : 53800      Batch loss: 2.6460      Epoch average loss: 3.3549
Total step : 53900      Batch loss: 2.4431      Epoch average loss: 3.3541
Total step : 54000      Batch loss: 4.0776      Epoch average loss: 3.3533
Total step : 54100      Batch loss: 3.8433      Epoch average loss: 3.3523
Total step : 54200      Batch loss: 2.8562      Epoch average loss: 3.3514
Total step : 54300      Batch loss: 2.5507      Epoch average loss: 3.3503
Total step : 54400      Batch loss: 2.7566      Epoch average loss: 3.3494
Total step : 54500      Batch loss: 2.8283      Epoch average loss: 3.3483
Total step : 54600      Batch loss: 2.8070      Epoch average loss: 3.3474
Total step : 54700      Batch loss: 2.7956      Epoch average loss: 3.3465
Total step : 54800      Batch loss: 3.1554      Epoch average loss: 3.3456
Total step : 54900      Batch loss: 2.6120      Epoch average loss: 3.3448
Total step : 55000      Batch loss: 2.5175      Epoch average loss: 3.3439
Total step : 55100      Batch loss: 2.4612      Epoch average loss: 3.3430
Total step : 55200      Batch loss: 2.6497      Epoch average loss: 3.3422
Total step : 55300      Batch loss: 3.3457      Epoch average loss: 3.3412
Total step : 55400      Batch loss: 2.4137      Epoch average loss: 3.3403
Total step : 55500      Batch loss: 2.9100      Epoch average loss: 3.3395
Total step : 55600      Batch loss: 2.6513      Epoch average loss: 3.3385
Total step : 55700      Batch loss: 3.5996      Epoch average loss: 3.3376
Total step : 55800      Batch loss: 2.7086      Epoch average loss: 3.3367
Total step : 55900      Batch loss: 2.7789      Epoch average loss: 3.3358
Total step : 56000      Batch loss: 2.8550      Epoch average loss: 3.3348
Total step : 56100      Batch loss: 2.6356      Epoch average loss: 3.3340
Total step : 56200      Batch loss: 2.4568      Epoch average loss: 3.3331
Total step : 56300      Batch loss: 2.8593      Epoch average loss: 3.3324
Total step : 56400      Batch loss: 2.5617      Epoch average loss: 3.3314
Total step : 56500      Batch loss: 3.0963      Epoch average loss: 3.3306
Total step : 56600      Batch loss: 2.8929      Epoch average loss: 3.3296
Total step : 56700      Batch loss: 3.1987      Epoch average loss: 3.3287
Total step : 56800      Batch loss: 2.6241      Epoch average loss: 3.3278
Total step : 56900      Batch loss: 2.6718      Epoch average loss: 3.3268
Total step : 57000      Batch loss: 2.9860      Epoch average loss: 3.3259
Total step : 57100      Batch loss: 2.4779      Epoch average loss: 3.3252
Total step : 57200      Batch loss: 3.0838      Epoch average loss: 3.3243
Total step : 57300      Batch loss: 2.6186      Epoch average loss: 3.3233
Total step : 57400      Batch loss: 4.0175      Epoch average loss: 3.3224
Total step : 57500      Batch loss: 2.5727      Epoch average loss: 3.3216
Total step : 57600      Batch loss: 3.6176      Epoch average loss: 3.3207
Total step : 57700      Batch loss: 2.5130      Epoch average loss: 3.3200
Total step : 57800      Batch loss: 2.6614      Epoch average loss: 3.3193
Total step : 57900      Batch loss: 2.6740      Epoch average loss: 3.3184
Total step : 58000      Batch loss: 2.8365      Epoch average loss: 3.3176
Total step : 58100      Batch loss: 2.4114      Epoch average loss: 3.3167
Total step : 58200      Batch loss: 3.4278      Epoch average loss: 3.3159
Total step : 58300      Batch loss: 3.0987      Epoch average loss: 3.3150
Total step : 58400      Batch loss: 2.8772      Epoch average loss: 3.3142
Total step : 58500      Batch loss: 2.4350      Epoch average loss: 3.3133
Total step : 58600      Batch loss: 2.6184      Epoch average loss: 3.3125
Total step : 58700      Batch loss: 2.3716      Epoch average loss: 3.3115
Total step : 58800      Batch loss: 2.9098      Epoch average loss: 3.3106
Total step : 58900      Batch loss: 2.5814      Epoch average loss: 3.3097
Total step : 59000      Batch loss: 2.8300      Epoch average loss: 3.3090
Total step : 59100      Batch loss: 2.7962      Epoch average loss: 3.3082
Total step : 59200      Batch loss: 2.3943      Epoch average loss: 3.3074
Total step : 59300      Batch loss: 2.7451      Epoch average loss: 3.3066
Total step : 59400      Batch loss: 2.5141      Epoch average loss: 3.3058
Total step : 59500      Batch loss: 2.7776      Epoch average loss: 3.3048
Total step : 59600      Batch loss: 2.6442      Epoch average loss: 3.3041
Total step : 59700      Batch loss: 2.6575      Epoch average loss: 3.3032
Total step : 59800      Batch loss: 2.4485      Epoch average loss: 3.3024
Total step : 59900      Batch loss: 2.4194      Epoch average loss: 3.3015
Total step : 60000      Batch loss: 2.6405      Epoch average loss: 3.3007
Total step : 60100      Batch loss: 2.5004      Epoch average loss: 3.2999
Total step : 60200      Batch loss: 3.1189      Epoch average loss: 3.2991
Total step : 60300      Batch loss: 2.7875      Epoch average loss: 3.2983
Total step : 60400      Batch loss: 2.5810      Epoch average loss: 3.2976
Total step : 60500      Batch loss: 2.4203      Epoch average loss: 3.2969
Total step : 60600      Batch loss: 2.7739      Epoch average loss: 3.2961
Total step : 60700      Batch loss: 3.8722      Epoch average loss: 3.2952
Total step : 60800      Batch loss: 3.1403      Epoch average loss: 3.2945
Total step : 60900      Batch loss: 2.5204      Epoch average loss: 3.2936
Total step : 61000      Batch loss: 3.2957      Epoch average loss: 3.2929
Total step : 61100      Batch loss: 3.1162      Epoch average loss: 3.2922
Total step : 61200      Batch loss: 2.2883      Epoch average loss: 3.2914
Total step : 61300      Batch loss: 3.1952      Epoch average loss: 3.2903
Total step : 61400      Batch loss: 2.4258      Epoch average loss: 3.2895
Total step : 61500      Batch loss: 2.5347      Epoch average loss: 3.2887
Total step : 61600      Batch loss: 2.7428      Epoch average loss: 3.2880
Total step : 61700      Batch loss: 2.7873      Epoch average loss: 3.2872
Total step : 61800      Batch loss: 2.5806      Epoch average loss: 3.2864
Total step : 61900      Batch loss: 2.6880      Epoch average loss: 3.2856
Total step : 62000      Batch loss: 2.8339      Epoch average loss: 3.2848
Total step : 62100      Batch loss: 2.6796      Epoch average loss: 3.2840
Total step : 62200      Batch loss: 3.0316      Epoch average loss: 3.2833
Total step : 62300      Batch loss: 2.5110      Epoch average loss: 3.2825
Total step : 62400      Batch loss: 2.2974      Epoch average loss: 3.2818
Total step : 62500      Batch loss: 2.8817      Epoch average loss: 3.2809
Total step : 62600      Batch loss: 2.3271      Epoch average loss: 3.2801
Total step : 62700      Batch loss: 2.3622      Epoch average loss: 3.2792
Total step : 62800      Batch loss: 3.1341      Epoch average loss: 3.2786
Total step : 62900      Batch loss: 2.7478      Epoch average loss: 3.2778
Total step : 63000      Batch loss: 2.9545      Epoch average loss: 3.2770
Total step : 63100      Batch loss: 2.5083      Epoch average loss: 3.2762
Total step : 63200      Batch loss: 2.4609      Epoch average loss: 3.2755
Total step : 63300      Batch loss: 2.2529      Epoch average loss: 3.2748
Total step : 63400      Batch loss: 2.4993      Epoch average loss: 3.2741
Total step : 63500      Batch loss: 2.5556      Epoch average loss: 3.2732
Total step : 63600      Batch loss: 2.7911      Epoch average loss: 3.2724
Total step : 63700      Batch loss: 4.1272      Epoch average loss: 3.2717
Total step : 63800      Batch loss: 2.4484      Epoch average loss: 3.2710
Total step : 63900      Batch loss: 2.9982      Epoch average loss: 3.2701
Total step : 64000      Batch loss: 2.6215      Epoch average loss: 3.2694
Total step : 64100      Batch loss: 2.4067      Epoch average loss: 3.2687
Total step : 64200      Batch loss: 2.6153      Epoch average loss: 3.2679
Total step : 64300      Batch loss: 1.8877      Epoch average loss: 3.2671
Total step : 64400      Batch loss: 2.4629      Epoch average loss: 3.2663
Total step : 64500      Batch loss: 2.5942      Epoch average loss: 3.2656
Total step : 64600      Batch loss: 2.6448      Epoch average loss: 3.2648
Total step : 64700      Batch loss: 2.4745      Epoch average loss: 3.2641
Total step : 64800      Batch loss: 2.4782      Epoch average loss: 3.2634
Total step : 64900      Batch loss: 2.6542      Epoch average loss: 3.2626
Total step : 65000      Batch loss: 2.9786      Epoch average loss: 3.2619
Total step : 65100      Batch loss: 2.5889      Epoch average loss: 3.2612
Total step : 65200      Batch loss: 2.8088      Epoch average loss: 3.2605
Total step : 65300      Batch loss: 3.4500      Epoch average loss: 3.2596
Total step : 65400      Batch loss: 2.8481      Epoch average loss: 3.2590
Total step : 65500      Batch loss: 2.3314      Epoch average loss: 3.2582
Total step : 65600      Batch loss: 2.7429      Epoch average loss: 3.2574
Total step : 65700      Batch loss: 2.3420      Epoch average loss: 3.2567
Total step : 65800      Batch loss: 2.4492      Epoch average loss: 3.2560
Total step : 65900      Batch loss: 2.5555      Epoch average loss: 3.2552
Total step : 66000      Batch loss: 2.8561      Epoch average loss: 3.2545
Total step : 66100      Batch loss: 2.5249      Epoch average loss: 3.2540
Total step : 66200      Batch loss: 2.7060      Epoch average loss: 3.2532
Total step : 66300      Batch loss: 2.3260      Epoch average loss: 3.2523
Total step : 66400      Batch loss: 2.4996      Epoch average loss: 3.2516
Total step : 66500      Batch loss: 4.2711      Epoch average loss: 3.2508
Total step : 66600      Batch loss: 3.0466      Epoch average loss: 3.2501
Total step : 66700      Batch loss: 2.4094      Epoch average loss: 3.2495
Total step : 66800      Batch loss: 3.9110      Epoch average loss: 3.2489
Total step : 66900      Batch loss: 2.4820      Epoch average loss: 3.2480
Total step : 67000      Batch loss: 2.5824      Epoch average loss: 3.2475
Total step : 67100      Batch loss: 3.3285      Epoch average loss: 3.2467
Total step : 67200      Batch loss: 2.7430      Epoch average loss: 3.2461
Total step : 67300      Batch loss: 2.6236      Epoch average loss: 3.2453
Total step : 67400      Batch loss: 3.0060      Epoch average loss: 3.2446
Total step : 67500      Batch loss: 2.3660      Epoch average loss: 3.2441
Total step : 67600      Batch loss: 2.3980      Epoch average loss: 3.2434
Total step : 67700      Batch loss: 2.7503      Epoch average loss: 3.2427
Total step : 67800      Batch loss: 3.6217      Epoch average loss: 3.2420
Total step : 67900      Batch loss: 2.3009      Epoch average loss: 3.2413
Total step : 68000      Batch loss: 2.6393      Epoch average loss: 3.2406
Total step : 68100      Batch loss: 2.4136      Epoch average loss: 3.2399
Total step : 68200      Batch loss: 2.4771      Epoch average loss: 3.2392
Total step : 68300      Batch loss: 2.8402      Epoch average loss: 3.2384
Total step : 68400      Batch loss: 2.7028      Epoch average loss: 3.2378
Total step : 68500      Batch loss: 2.6347      Epoch average loss: 3.2370
Total step : 68600      Batch loss: 3.4783      Epoch average loss: 3.2365
Total step : 68700      Batch loss: 2.5551      Epoch average loss: 3.2358
Total step : 68800      Batch loss: 2.6158      Epoch average loss: 3.2351
Total step : 68900      Batch loss: 3.8890      Epoch average loss: 3.2345
Total step : 69000      Batch loss: 2.5636      Epoch average loss: 3.2339
Total step : 69100      Batch loss: 2.5447      Epoch average loss: 3.2331
Total step : 69200      Batch loss: 4.0524      Epoch average loss: 3.2324
Total step : 69300      Batch loss: 3.1620      Epoch average loss: 3.2316
Total step : 69400      Batch loss: 3.0189      Epoch average loss: 3.2310
Total step : 69500      Batch loss: 3.6683      Epoch average loss: 3.2302
Total step : 69600      Batch loss: 2.4140      Epoch average loss: 3.2296
Total step : 69700      Batch loss: 4.2293      Epoch average loss: 3.2289
Total step : 69800      Batch loss: 2.6343      Epoch average loss: 3.2282
Total step : 69900      Batch loss: 3.0342      Epoch average loss: 3.2276
Total step : 70000      Batch loss: 3.8210      Epoch average loss: 3.2269
Total step : 70100      Batch loss: 2.5504      Epoch average loss: 3.2262
Total step : 70200      Batch loss: 2.3928      Epoch average loss: 3.2256
Total step : 70300      Batch loss: 2.7305      Epoch average loss: 3.2251
Total step : 70400      Batch loss: 2.8297      Epoch average loss: 3.2244
Total step : 70500      Batch loss: 2.3849      Epoch average loss: 3.2236
Total step : 70600      Batch loss: 2.5855      Epoch average loss: 3.2230
Total step : 70700      Batch loss: 2.4564      Epoch average loss: 3.2223
Total step : 70800      Batch loss: 2.7003      Epoch average loss: 3.2217
Total step : 70900      Batch loss: 1.8436      Epoch average loss: 3.2211
Total step : 71000      Batch loss: 3.9531      Epoch average loss: 3.2205
Total step : 71100      Batch loss: 2.4203      Epoch average loss: 3.2197
Total step : 71200      Batch loss: 2.5333      Epoch average loss: 3.2191
Total step : 71300      Batch loss: 2.5277      Epoch average loss: 3.2184
Total step : 71400      Batch loss: 3.6817      Epoch average loss: 3.2177
Total step : 71500      Batch loss: 3.8873      Epoch average loss: 3.2171
Total step : 71600      Batch loss: 2.7299      Epoch average loss: 3.2164
Total step : 71700      Batch loss: 2.3881      Epoch average loss: 3.2157
Total step : 71800      Batch loss: 2.3422      Epoch average loss: 3.2152
Total step : 71900      Batch loss: 2.6413      Epoch average loss: 3.2146
Total step : 72000      Batch loss: 2.4523      Epoch average loss: 3.2138
Total step : 72100      Batch loss: 3.3706      Epoch average loss: 3.2132
Total step : 72200      Batch loss: 3.4736      Epoch average loss: 3.2125
Total step : 72300      Batch loss: 1.9690      Epoch average loss: 3.2119
Total step : 72400      Batch loss: 2.3976      Epoch average loss: 3.2112
Total step : 72500      Batch loss: 2.3900      Epoch average loss: 3.2106
Total step : 72600      Batch loss: 2.4883      Epoch average loss: 3.2100
Total step : 72700      Batch loss: 3.2591      Epoch average loss: 3.2093
Total step : 72800      Batch loss: 2.4640      Epoch average loss: 3.2086

-----Epoch 0 开始测试-----

Epoch: 0    BLEU: 0.1840

-----Epoch 1 开始训练-----

Total step : 72900      Batch loss: 2.5125      Epoch average loss: 2.7463
Total step : 73000      Batch loss: 2.5996      Epoch average loss: 2.7340
Total step : 73100      Batch loss: 2.4973      Epoch average loss: 2.7187
Total step : 73200      Batch loss: 3.1682      Epoch average loss: 2.7214
Total step : 73300      Batch loss: 2.8037      Epoch average loss: 2.7130
Total step : 73400      Batch loss: 2.3910      Epoch average loss: 2.7181
Total step : 73500      Batch loss: 3.0868      Epoch average loss: 2.7113
Total step : 73600      Batch loss: 4.2779      Epoch average loss: 2.7213
Total step : 73700      Batch loss: 3.9847      Epoch average loss: 2.7176
Total step : 73800      Batch loss: 2.1609      Epoch average loss: 2.7236
Total step : 73900      Batch loss: 3.4071      Epoch average loss: 2.7230
Total step : 74000      Batch loss: 3.3914      Epoch average loss: 2.7289
Total step : 74100      Batch loss: 2.1553      Epoch average loss: 2.7281
Total step : 74200      Batch loss: 3.5107      Epoch average loss: 2.7275
Total step : 74300      Batch loss: 2.8107      Epoch average loss: 2.7258
Total step : 74400      Batch loss: 2.3311      Epoch average loss: 2.7234
Total step : 74500      Batch loss: 2.3187      Epoch average loss: 2.7202
Total step : 74600      Batch loss: 2.6154      Epoch average loss: 2.7172
Total step : 74700      Batch loss: 3.0948      Epoch average loss: 2.7163
Total step : 74800      Batch loss: 3.2438      Epoch average loss: 2.7210
Total step : 74900      Batch loss: 2.2780      Epoch average loss: 2.7225
Total step : 75000      Batch loss: 2.5525      Epoch average loss: 2.7282
Total step : 75100      Batch loss: 2.4200      Epoch average loss: 2.7299
Total step : 75200      Batch loss: 2.7610      Epoch average loss: 2.7253
Total step : 75300      Batch loss: 2.4109      Epoch average loss: 2.7263
Total step : 75400      Batch loss: 2.4209      Epoch average loss: 2.7243
Total step : 75500      Batch loss: 2.1980      Epoch average loss: 2.7223
Total step : 75600      Batch loss: 2.3000      Epoch average loss: 2.7223
Total step : 75700      Batch loss: 3.8737      Epoch average loss: 2.7210
Total step : 75800      Batch loss: 3.4675      Epoch average loss: 2.7183
Total step : 75900      Batch loss: 3.0763      Epoch average loss: 2.7180
Total step : 76000      Batch loss: 3.0135      Epoch average loss: 2.7199
Total step : 76100      Batch loss: 2.4840      Epoch average loss: 2.7209
Total step : 76200      Batch loss: 2.8183      Epoch average loss: 2.7211
Total step : 76300      Batch loss: 2.3975      Epoch average loss: 2.7205
Total step : 76400      Batch loss: 3.5046      Epoch average loss: 2.7202
Total step : 76500      Batch loss: 2.9673      Epoch average loss: 2.7202
Total step : 76600      Batch loss: 2.5412      Epoch average loss: 2.7186
Total step : 76700      Batch loss: 3.9289      Epoch average loss: 2.7174
Total step : 76800      Batch loss: 2.7417      Epoch average loss: 2.7165
Total step : 76900      Batch loss: 2.7960      Epoch average loss: 2.7175
Total step : 77000      Batch loss: 2.7613      Epoch average loss: 2.7171
Total step : 77100      Batch loss: 2.7202      Epoch average loss: 2.7186
Total step : 77200      Batch loss: 4.1377      Epoch average loss: 2.7184
Total step : 77300      Batch loss: 2.7643      Epoch average loss: 2.7182
Total step : 77400      Batch loss: 2.9282      Epoch average loss: 2.7194
Total step : 77500      Batch loss: 2.7360      Epoch average loss: 2.7196
Total step : 77600      Batch loss: 2.4147      Epoch average loss: 2.7196
Total step : 77700      Batch loss: 2.3806      Epoch average loss: 2.7196
Total step : 77800      Batch loss: 2.4772      Epoch average loss: 2.7192
Total step : 77900      Batch loss: 2.5978      Epoch average loss: 2.7200
Total step : 78000      Batch loss: 2.5309      Epoch average loss: 2.7201
Total step : 78100      Batch loss: 2.5208      Epoch average loss: 2.7198
Total step : 78200      Batch loss: 2.8220      Epoch average loss: 2.7217
Total step : 78300      Batch loss: 3.0893      Epoch average loss: 2.7208
Total step : 78400      Batch loss: 2.5570      Epoch average loss: 2.7199
Total step : 78500      Batch loss: 2.3296      Epoch average loss: 2.7197
Total step : 78600      Batch loss: 3.0674      Epoch average loss: 2.7206
Total step : 78700      Batch loss: 2.9095      Epoch average loss: 2.7193
Total step : 78800      Batch loss: 2.6129      Epoch average loss: 2.7189
Total step : 78900      Batch loss: 3.2868      Epoch average loss: 2.7185
Total step : 79000      Batch loss: 3.0078      Epoch average loss: 2.7187
Total step : 79100      Batch loss: 2.5471      Epoch average loss: 2.7189
Total step : 79200      Batch loss: 2.6557      Epoch average loss: 2.7192
Total step : 79300      Batch loss: 2.5192      Epoch average loss: 2.7189
Total step : 79400      Batch loss: 3.6817      Epoch average loss: 2.7188
Total step : 79500      Batch loss: 3.9210      Epoch average loss: 2.7182
Total step : 79600      Batch loss: 2.1325      Epoch average loss: 2.7173
Total step : 79700      Batch loss: 2.8977      Epoch average loss: 2.7174
Total step : 79800      Batch loss: 3.0270      Epoch average loss: 2.7177
Total step : 79900      Batch loss: 2.7384      Epoch average loss: 2.7174
Total step : 80000      Batch loss: 3.9203      Epoch average loss: 2.7169
Total step : 80100      Batch loss: 2.5338      Epoch average loss: 2.7162
Total step : 80200      Batch loss: 2.3574      Epoch average loss: 2.7171
Total step : 80300      Batch loss: 2.2985      Epoch average loss: 2.7161
Total step : 80400      Batch loss: 3.3025      Epoch average loss: 2.7159
Total step : 80500      Batch loss: 2.4065      Epoch average loss: 2.7152
Total step : 80600      Batch loss: 2.3944      Epoch average loss: 2.7153
Total step : 80700      Batch loss: 2.9411      Epoch average loss: 2.7153
Total step : 80800      Batch loss: 2.4049      Epoch average loss: 2.7149
Total step : 80900      Batch loss: 2.4423      Epoch average loss: 2.7149
Total step : 81000      Batch loss: 2.3644      Epoch average loss: 2.7145
Total step : 81100      Batch loss: 2.4613      Epoch average loss: 2.7143
Total step : 81200      Batch loss: 4.0928      Epoch average loss: 2.7147
Total step : 81300      Batch loss: 3.5611      Epoch average loss: 2.7134
Total step : 81400      Batch loss: 2.3959      Epoch average loss: 2.7130
Total step : 81500      Batch loss: 2.5373      Epoch average loss: 2.7137
Total step : 81600      Batch loss: 3.2646      Epoch average loss: 2.7141
Total step : 81700      Batch loss: 2.7063      Epoch average loss: 2.7139
Total step : 81800      Batch loss: 2.6359      Epoch average loss: 2.7147
